Location,Date,Time,Latitude,Longitude,Altitude,YRMODAHRMI,Month,Hour,Season,Humidity,AmbientTemp,PolyPwr,Wind.Speed,Visibility,Pressure,Cloud.Ceiling
Grissom,20180619,1300,40.67,-86.15,239,201806000000.0,6,13,Summer,45.08667,39.36798,7.66383,5,10.0,984.9,30
USAFA,20170708,1430,38.95,-104.83,1947,201707000000.0,7,14,Summer,90.52124,25.77995,1.74991,10,10.0,806.7,90
Hill Weber,20171115,1200,41.15,-111.99,1370,201711000000.0,11,12,Fall,34.71069,13.50365,2.88557,6,10.0,854.3,110
Hill Weber,20180315,1515,41.15,-111.99,1370,201803000000.0,3,15,Spring,89.80103,5.84732,5.45413,11,1.0,844.3,10
Travis,20180327,1500,38.16,-121.56,1,201803000000.0,3,15,Spring,28.05786,27.05643,18.06191,14,10.0,1018.7,722
Camp Murray,20180629,1400,47.11,-122.57,84,201806000000.0,6,14,Summer,20.22705,39.3856,11.59721,8,10.0,1008.9,39
MNANG,20171118,1500,44.89,-93.2,246,201711000000.0,11,15,Fall,50.28076,9.6843,3.23729,22,10.0,980.6,722
Offutt,20180505,1200,41.13,-95.75,380,201805000000.0,5,12,Spring,30.94482,29.08569,5.73476,9,10.0,979.7,110
USAFA,20170819,1500,38.95,-104.83,1947,201708000000.0,8,15,Summer,7.86133,59.98795,14.89838,11,10.0,800.3,722
March AFB,20180810,1500,33.9,-117.26,458,201808000000.0,8,15,Summer,24.62158,38.72093,12.9953,11,10.0,960.8,722
Hill Weber,20180107,1300,41.15,-111.99,1370,201801000000.0,1,13,Winter,61.37695,11.64055,13.6185,0,0.1,860.2,0
Peterson,20171009,1230,38.82,-104.71,1879,201710000000.0,10,12,Fall,69.23828,6.43646,3.44881,15,0.8,816.2,15
USAFA,20180905,1000,38.95,-104.83,1947,201809000000.0,9,10,Fall,52.02637,21.93542,8.50685,6,10.0,808.1,140
Peterson,20180318,1345,38.82,-104.71,1879,201803000000.0,3,13,Spring,4.1626,24.54376,10.80648,23,10.0,796.5,100
Camp Murray,20181001,1245,47.11,-122.57,84,201810000000.0,10,12,Fall,60.30884,22.64793,4.57443,9,10.0,998.8,40
Kahului,20180528,1500,20.89,-156.44,2,201805000000.0,5,15,Spring,63.14087,28.44872,10.36233,20,10.0,1012.4,722
Hill Weber,20180306,1400,41.15,-111.99,1370,201803000000.0,3,14,Spring,28.88184,14.26651,22.11993,3,10.0,862.8,722
Peterson,20171222,1400,38.82,-104.71,1879,201712000000.0,12,14,Winter,3.96118,23.84888,7.74311,6,10.0,808.9,722
Grissom,20180527,1100,40.67,-86.15,239,201805000000.0,5,11,Spring,38.11035,37.42683,12.12292,0,9.1,983.5,722
MNANG,20180213,1500,44.89,-93.2,246,201802000000.0,2,15,Winter,33.10547,9.13544,8.83318,11,10.0,991.9,722
USAFA,20170805,1100,38.95,-104.83,1947,201708000000.0,8,11,Summer,37.66479,30.37476,17.25794,7,10.0,799.5,722
Hill Weber,20170920,1100,41.15,-111.99,1370,201709000000.0,9,11,Fall,30.36499,24.46823,15.35846,6,10.0,849.6,722
Travis,20180113,1430,38.16,-121.56,1,201801000000.0,1,14,Winter,83.53882,14.28917,0.73899,11,10.0,1020.7,7
JDMT,20180225,1300,26.98,-80.11,2,201802000000.0,2,13,Winter,32.1106,42.64603,25.5113,13,10.0,1021.7,722
March AFB,20180112,1000,33.9,-117.26,458,201801000000.0,1,10,Winter,68.78662,16.11198,5.88765,0,10.0,967.6,722
Malmstrom,20180303,1145,47.52,-111.18,1043,201803000000.0,3,11,Spring,69.78149,-5.72151,3.79943,3,7.0,892.6,722
JDMT,20180110,1300,26.98,-80.11,2,201801000000.0,1,13,Winter,47.97363,36.18057,21.67074,6,10.0,1015.9,230
March AFB,20171012,1500,33.9,-117.26,458,201710000000.0,10,15,Fall,25.11597,30.29922,11.98153,8,10.0,957.6,722
Hill Weber,20180514,1300,41.15,-111.99,1370,201805000000.0,5,13,Spring,32.71484,33.4967,24.59028,6,10.0,853.1,180
Peterson,20180218,1300,38.82,-104.71,1879,201802000000.0,2,13,Winter,0.5188,33.55713,15.95762,30,10.0,795.9,722
Grissom,20180212,1200,40.67,-86.15,239,201802000000.0,2,12,Winter,28.41797,12.36061,6.93241,0,10.0,1008.0,722
Peterson,20180407,1115,38.82,-104.71,1879,201804000000.0,4,11,Spring,86.6394,4.53308,3.34342,3,0.3,808.0,2
Malmstrom,20180311,1000,47.52,-111.18,1043,201803000000.0,3,10,Spring,61.9812,1.32553,3.23674,0,10.0,900.9,722
Peterson,20180425,1400,38.82,-104.71,1879,201804000000.0,4,14,Spring,13.98315,28.36815,20.67958,7,10.0,815.6,722
Peterson,20170716,1400,38.82,-104.71,1879,201707000000.0,7,14,Summer,23.19946,38.64288,22.55843,7,10.0,815.6,722
USAFA,20170805,1200,38.95,-104.83,1947,201708000000.0,8,12,Summer,25.95825,36.72943,13.20288,8,10.0,799.8,722
Grissom,20180721,1115,40.67,-86.15,239,201807000000.0,7,11,Summer,90.1123,23.84132,2.81551,13,10.0,976.6,9
Camp Murray,20180906,1200,47.11,-122.57,84,201809000000.0,9,12,Fall,10.44922,48.99063,16.13594,0,10.0,1006.2,722
Peterson,20180423,1400,38.82,-104.71,1879,201804000000.0,4,14,Spring,17.25464,30.38734,25.7405,16,10.0,811.1,250
Travis,20171011,1115,38.16,-121.56,1,201710000000.0,10,11,Fall,32.70874,24.49593,8.22466,3,0.0,1012.6,722
MNANG,20180824,1345,44.89,-93.2,246,201808000000.0,8,13,Summer,97.49756,20.04967,15.67471,7,10.0,975.7,6
March AFB,20171127,1130,33.9,-117.26,458,201711000000.0,11,11,Fall,73.40698,18.76312,9.04544,7,4.0,961.4,24
Peterson,20180213,1100,38.82,-104.71,1879,201802000000.0,2,11,Winter,13.50708,30.93872,7.70465,5,10.0,812.5,722
Peterson,20180415,1100,38.82,-104.71,1879,201804000000.0,4,11,Spring,5.11475,40.01755,16.72543,0,10.0,813.7,722
MNANG,20180711,1200,44.89,-93.2,246,201807000000.0,7,12,Summer,54.28467,34.80087,20.87454,11,10.0,987.2,250
March AFB,20170917,1500,33.9,-117.26,458,201709000000.0,9,15,Fall,39.08691,31.01929,14.85568,8,10.0,958.5,722
Camp Murray,20180722,1100,47.11,-122.57,84,201807000000.0,7,11,Summer,22.69287,36.70174,17.6956,11,10.0,1011.3,722
Travis,20180118,1300,38.16,-121.56,1,201801000000.0,1,13,Winter,76.70288,18.04558,3.25237,6,6.0,1015.3,4
Travis,20180710,1200,38.16,-121.56,1,201807000000.0,7,12,Summer,17.7002,40.69481,19.48012,8,10.0,1012.3,722
Peterson,20180617,1500,38.82,-104.71,1879,201806000000.0,6,15,Summer,16.27808,40.62431,19.88293,8,10.0,807.5,100
Hill Weber,20171015,1000,41.15,-111.99,1370,201710000000.0,10,10,Fall,36.7981,10.29861,9.5123,11,10.0,868.1,722
Peterson,20171216,1200,38.82,-104.71,1879,201712000000.0,12,12,Winter,4.26636,25.76485,6.86321,20,10.0,803.5,250
JDMT,20180515,1330,26.98,-80.11,2,201805000000.0,5,13,Spring,66.40625,31.70158,33.58673,16,10.0,1014.9,55
Kahului,20180330,1300,20.89,-156.44,2,201803000000.0,3,13,Spring,55.09644,32.19757,25.34576,13,10.0,1013.4,722
USAFA,20180916,1245,38.95,-104.83,1947,201809000000.0,9,12,Fall,9.55811,45.17883,16.74696,13,10.0,801.2,722
Hill Weber,20171004,1030,41.15,-111.99,1370,201710000000.0,10,10,Fall,57.19604,12.33292,2.15422,24,10.0,854.0,95
Peterson,20170826,1400,38.82,-104.71,1879,201708000000.0,8,14,Summer,5.2063,46.4679,20.58899,7,10.0,817.0,110
Hill Weber,20170912,1100,41.15,-111.99,1370,201709000000.0,9,11,Fall,24.1333,35.41519,14.24182,5,10.0,856.9,722
Travis,20180508,1300,38.16,-121.56,1,201805000000.0,5,13,Spring,38.90991,29.72519,21.91269,16,10.0,1013.6,722
Kahului,20180603,1300,20.89,-156.44,2,201806000000.0,6,13,Summer,56.63452,31.63109,25.04583,24,10.0,1014.4,722
USAFA,20180916,1445,38.95,-104.83,1947,201809000000.0,9,14,Fall,6.9458,60.68031,14.72397,0,10.0,800.1,722
Grissom,20180820,1200,40.67,-86.15,239,201808000000.0,8,12,Summer,59.92432,32.94029,12.54294,10,10.0,983.5,722
Offutt,20180428,1500,41.13,-95.75,380,201804000000.0,4,15,Spring,8.11768,41.22604,20.60724,5,10.0,983.3,722
Grissom,20180903,1200,40.67,-86.15,239,201809000000.0,9,12,Fall,35.26001,43.24776,15.14467,9,10.0,994.4,722
USAFA,20180618,1345,38.95,-104.83,1947,201806000000.0,6,13,Summer,15.7959,49.05861,19.79346,18,10.0,799.8,722
USAFA,20170908,1500,38.95,-104.83,1947,201709000000.0,9,15,Fall,16.16211,37.40921,2.43999,10,10.0,802.6,722
JDMT,20170710,1215,26.98,-80.11,2,201707000000.0,7,12,Summer,44.23828,40.71243,27.51019,18,10.0,1018.6,27
Travis,20180429,1100,38.16,-121.56,1,201804000000.0,4,11,Spring,37.47559,25.24872,20.74332,0,10.0,1015.3,722
Hill Weber,20171010,1300,41.15,-111.99,1370,201710000000.0,10,13,Fall,7.76978,40.71999,17.415,9,10.0,857.5,722
Kahului,20180114,1400,20.89,-156.44,2,201801000000.0,1,14,Winter,62.57324,29.05548,15.95349,9,10.0,1014.1,722
USAFA,20170726,1400,38.95,-104.83,1947,201707000000.0,7,14,Summer,22.19849,43.84949,15.03476,3,10.0,804.8,722
USAFA,20170527,1000,38.95,-104.83,1947,201705000000.0,5,10,Spring,34.94263,22.658,7.36523,8,10.0,799.5,55
March AFB,20170919,1200,33.9,-117.26,458,201709000000.0,9,12,Fall,30.896,34.25201,19.56612,5,10.0,959.2,33
March AFB,20171110,1200,33.9,-117.26,458,201711000000.0,11,12,Fall,67.90161,19.30443,6.16986,0,10.0,961.8,13
Peterson,20180719,1400,38.82,-104.71,1879,201807000000.0,7,14,Summer,5.07202,46.51321,20.01216,3,10.0,814.2,722
JDMT,20180512,1200,26.98,-80.11,2,201805000000.0,5,12,Spring,42.61475,36.83266,17.05045,14,10.0,1019.6,200
Grissom,20181003,1400,40.67,-86.15,239,201810000000.0,10,14,Fall,42.37671,36.08238,16.74517,17,10.0,984.9,722
Travis,20180307,1200,38.16,-121.56,1,201803000000.0,3,12,Spring,50.85449,18.77823,16.92537,9,10.0,1015.0,722
March AFB,20180121,1500,33.9,-117.26,458,201801000000.0,1,15,Winter,19.07349,20.01945,11.65562,0,10.0,968.2,722
Offutt,20180521,1130,41.13,-95.75,380,201805000000.0,5,11,Spring,80.79834,19.95148,6.7721,6,6.0,979.7,10
Peterson,20171003,1045,38.82,-104.71,1879,201710000000.0,10,10,Fall,48.93188,20.63377,7.46111,5,10.0,817.6,46
USAFA,20170704,1200,38.95,-104.83,1947,201707000000.0,7,12,Summer,11.02295,40.60669,17.95793,17,10.0,803.4,722
USAFA,20180407,1100,38.95,-104.83,1947,201804000000.0,4,11,Spring,75.93994,6.55479,11.59064,0,1.5,795.6,2
Malmstrom,20180724,1300,47.52,-111.18,1043,201807000000.0,7,13,Summer,30.2063,28.38829,20.09779,6,10.0,901.8,722
March AFB,20180323,1300,33.9,-117.26,458,201803000000.0,3,13,Spring,31.39038,30.35461,23.10086,6,10.0,964.7,55
USAFA,20180502,1300,38.95,-104.83,1947,201805000000.0,5,13,Spring,44.98291,21.88759,7.40438,15,10.0,793.9,70
Travis,20171119,1200,38.16,-121.56,1,201711000000.0,11,12,Fall,44.4519,17.46902,9.80545,9,10.0,1018.4,722
USAFA,20180515,1200,38.95,-104.83,1947,201805000000.0,5,12,Spring,26.2146,30.95886,19.33116,11,10.0,801.7,722
Travis,20180621,1000,38.16,-121.56,1,201806000000.0,6,10,Summer,42.0105,25.75729,15.25892,9,10.0,1012.6,722
Travis,20180717,1500,38.16,-121.56,1,201807000000.0,7,15,Summer,28.03345,36.73447,19.43835,18,10.0,1009.9,722
Hill Weber,20180103,1100,41.15,-111.99,1370,201801000000.0,1,11,Winter,58.89282,-2.4913,3.06117,14,10.0,862.8,722
Offutt,20180902,1315,41.13,-95.75,380,201809000000.0,9,13,Fall,99.98779,25.21347,3.57582,7,10.0,977.4,722
JDMT,20180105,1400,26.98,-80.11,2,201801000000.0,1,14,Winter,22.83936,32.93526,23.67269,6,10.0,1025.0,722
Hill Weber,20171123,1500,41.15,-111.99,1370,201711000000.0,11,15,Fall,34.56421,22.03362,4.18808,9,10.0,857.2,722
Peterson,20180412,1400,38.82,-104.71,1879,201804000000.0,4,14,Spring,7.26929,24.57146,3.4467,30,10.0,795.4,240
Travis,20180519,1000,38.16,-121.56,1,201805000000.0,5,10,Spring,59.21631,20.03456,15.29373,23,10.0,1010.2,722
Peterson,20180430,1000,38.82,-104.71,1879,201804000000.0,4,10,Spring,1.47705,41.98639,12.98942,20,10.0,802.4,722
Travis,20180823,1200,38.16,-121.56,1,201808000000.0,8,12,Summer,46.48438,27.03629,15.66392,20,10.0,1014.0,722
Travis,20180112,1330,38.16,-121.56,1,201801000000.0,1,13,Winter,74.84741,17.39601,11.50826,3,10.0,1024.8,13
Travis,20170916,1300,38.16,-121.56,1,201709000000.0,9,13,Fall,26.78833,33.55965,18.32299,9,10.0,1009.6,722
Offutt,20180606,1500,41.13,-95.75,380,201806000000.0,6,15,Summer,28.302,43.86208,20.4413,14,10.0,971.8,722
Offutt,20180812,1000,41.13,-95.75,380,201808000000.0,8,10,Summer,69.86084,28.44872,12.2498,5,10.0,982.3,722
USAFA,20170623,1400,38.95,-104.83,1947,201706000000.0,6,14,Summer,52.75269,18.09593,2.5793,15,10.0,804.8,19
March AFB,20180703,1245,33.9,-117.26,458,201807000000.0,7,12,Summer,29.78516,35.45799,19.77589,8,10.0,958.5,722
Kahului,20180511,1300,20.89,-156.44,2,201805000000.0,5,13,Spring,59.98535,31.64116,25.29512,18,10.0,1013.4,722
Peterson,20180527,1300,38.82,-104.71,1879,201805000000.0,5,13,Spring,4.44336,44.49905,21.0637,14,10.0,807.2,722
Hill Weber,20170910,1200,41.15,-111.99,1370,201709000000.0,9,12,Fall,22.7356,38.69827,16.57797,5,10.0,860.4,722
Travis,20171208,1100,38.16,-121.56,1,201712000000.0,12,11,Winter,59.27124,12.93465,4.50431,9,10.0,1029.5,722
March AFB,20171014,1100,33.9,-117.26,458,201710000000.0,10,11,Fall,18.31665,33.59993,5.03216,0,10.0,961.8,722
JDMT,20180213,1130,26.98,-80.11,2,201802000000.0,2,11,Winter,45.77026,37.50237,22.40559,13,10.0,1029.1,27
March AFB,20180612,1000,33.9,-117.26,458,201806000000.0,6,10,Summer,15.82642,40.57648,15.72904,3,10.0,956.3,722
JDMT,20171127,1500,26.98,-80.11,2,201711000000.0,11,15,Fall,41.53442,33.5672,8.54943,11,10.0,1016.2,722
March AFB,20180319,1000,33.9,-117.26,458,201803000000.0,3,10,Spring,25.62866,21.36391,13.87909,0,10.0,963.7,722
USAFA,20170615,1000,38.95,-104.83,1947,201706000000.0,6,10,Summer,11.73706,32.85217,16.62348,6,10.0,801.7,722
Malmstrom,20180227,1300,47.52,-111.18,1043,201802000000.0,2,13,Winter,34.80835,3.83064,7.10675,26,10.0,888.7,722
Travis,20171022,1400,38.16,-121.56,1,201710000000.0,10,14,Fall,32.97729,28.3606,14.55944,5,10.0,1023.4,722
USAFA,20180415,1500,38.95,-104.83,1947,201804000000.0,4,15,Spring,7.19604,43.18733,15.06346,15,10.0,799.2,722
MNANG,20180407,1200,44.89,-93.2,246,201804000000.0,4,12,Spring,21.1792,12.92206,20.01891,17,10.0,993.2,722
March AFB,20170722,1200,33.9,-117.26,458,201707000000.0,7,12,Summer,27.70996,37.37144,20.25278,10,10.0,958.5,722
Offutt,20180425,1400,41.13,-95.75,380,201804000000.0,4,14,Spring,48.36426,16.74393,7.67035,0,10.0,984.0,722
Grissom,20181004,1330,40.67,-86.15,239,201810000000.0,10,13,Fall,49.16992,25.9008,4.58512,11,10.0,989.5,30
Kahului,20180404,1400,20.89,-156.44,2,201804000000.0,4,14,Spring,59.49707,33.55713,25.03566,22,10.0,1007.3,722
Peterson,20171117,1500,38.82,-104.71,1879,201711000000.0,11,15,Fall,18.76221,23.21442,8.31243,24,10.0,799.0,722
MNANG,20171219,1500,44.89,-93.2,246,201712000000.0,12,15,Winter,32.92847,13.53638,2.88541,24,10.0,985.9,250
USAFA,20170714,1100,38.95,-104.83,1947,201707000000.0,7,11,Summer,36.01685,33.50929,9.57635,0,9.1,807.6,722
Camp Murray,20180707,1400,47.11,-122.57,84,201807000000.0,7,14,Summer,33.6853,32.32849,4.19886,13,10.0,1011.6,60
Peterson,20180304,1000,38.82,-104.71,1879,201803000000.0,3,10,Spring,1.66016,26.52519,6.73301,23,10.0,801.0,722
Malmstrom,20180422,1100,47.52,-111.18,1043,201804000000.0,4,11,Spring,23.31543,13.62953,17.0156,11,10.0,899.7,722
USAFA,20170727,1415,38.95,-104.83,1947,201707000000.0,7,14,Summer,26.14136,42.64603,15.73575,11,10.0,805.1,33
Offutt,20180421,1400,41.13,-95.75,380,201804000000.0,4,14,Spring,34.01489,15.4599,0.87775,5,10.0,986.6,722
MNANG,20180427,1400,44.89,-93.2,246,201804000000.0,4,14,Spring,20.49561,30.37727,4.89336,22,10.0,978.0,90
Kahului,20180329,1400,20.89,-156.44,2,201803000000.0,3,14,Spring,62.24976,29.11591,24.14504,10,10.0,1013.1,722
Malmstrom,20180223,1200,47.52,-111.18,1043,201802000000.0,2,12,Winter,55.88379,-4.47021,8.05666,28,10.0,894.2,722
JDMT,20180208,1300,26.98,-80.11,2,201802000000.0,2,13,Winter,34.14917,43.21754,24.24474,7,10.0,1023.7,722
USAFA,20180516,1000,38.95,-104.83,1947,201805000000.0,5,10,Spring,82.74536,22.56233,16.17809,0,10.0,801.2,722
March AFB,20170829,1400,33.9,-117.26,458,201708000000.0,8,14,Summer,15.48462,44.45625,16.81836,13,10.0,955.0,722
Malmstrom,20180527,1100,47.52,-111.18,1043,201805000000.0,5,11,Spring,32.2876,27.09167,17.34868,0,10.0,896.9,722
Peterson,20170803,1400,38.82,-104.71,1879,201708000000.0,8,14,Summer,42.52319,26.46729,11.30543,10,10.0,818.4,31
Hill Weber,20170808,1115,41.15,-111.99,1370,201708000000.0,8,11,Summer,68.89648,21.97571,9.02317,15,10.0,856.9,140
Offutt,20180728,1200,41.13,-95.75,380,201807000000.0,7,12,Summer,99.98779,20.0119,1.23858,5,5.0,983.3,60
Hill Weber,20180316,1300,41.15,-111.99,1370,201803000000.0,3,13,Spring,42.34619,11.68083,23.57183,17,10.0,847.8,722
Offutt,20180903,1300,41.13,-95.75,380,201809000000.0,9,13,Fall,78.49121,28.97743,8.65595,9,10.0,980.7,30
Travis,20170622,1200,38.16,-121.56,1,201706000000.0,6,12,Summer,10.30273,41.95366,20.83986,13,10.0,1003.2,722
Kahului,20180313,1100,20.89,-156.44,2,201803000000.0,3,11,Spring,72.76611,24.55635,9.90167,20,10.0,1015.8,722
Kahului,20180518,1000,20.89,-156.44,2,201805000000.0,5,10,Spring,47.58911,34.25957,20.34898,20,10.0,1017.5,722
March AFB,20180419,1000,33.9,-117.26,458,201804000000.0,4,10,Spring,68.32275,14.17336,2.79485,6,10.0,961.8,25
Offutt,20180718,1500,41.13,-95.75,380,201807000000.0,7,15,Summer,47.11914,36.08994,8.32277,15,10.0,977.4,722
Travis,20170701,1200,38.16,-121.56,1,201707000000.0,7,12,Summer,36.37695,29.62196,21.66782,14,10.0,1008.6,722
Hill Weber,20170706,1200,41.15,-111.99,1370,201707000000.0,7,12,Summer,14.88647,45.08316,19.38442,5,10.0,859.9,170
JDMT,20180407,1100,26.98,-80.11,2,201804000000.0,4,11,Spring,35.5835,39.32518,24.86124,11,10.0,1012.8,722
USAFA,20180408,1115,38.95,-104.83,1947,201804000000.0,4,11,Spring,26.82495,18.13622,19.62412,16,10.0,788.9,722
Kahului,20180113,1500,20.89,-156.44,2,201801000000.0,1,15,Winter,70.39185,28.34045,1.93666,10,10.0,1013.8,722
JDMT,20171221,1145,26.98,-80.11,2,201712000000.0,12,11,Winter,53.52783,37.42432,20.94215,10,10.0,1019.6,12
Travis,20180222,1500,38.16,-121.56,1,201802000000.0,2,15,Winter,42.13257,16.20262,5.14672,22,10.0,1017.3,722
MNANG,20180209,1400,44.89,-93.2,246,201802000000.0,2,14,Winter,8.08716,21.93039,1.23172,6,10.0,998.1,722
Hill Weber,20170908,1500,41.15,-111.99,1370,201709000000.0,9,15,Fall,13.03711,44.50409,9.43909,14,10.0,853.1,722
Offutt,20180922,1300,41.13,-95.75,380,201809000000.0,9,13,Fall,44.30542,23.9521,19.02617,0,10.0,985.6,722
MNANG,20180918,1330,44.89,-93.2,246,201809000000.0,9,13,Fall,83.97217,19.37996,5.19408,6,7.0,984.6,8
Travis,20170822,1100,38.16,-121.56,1,201708000000.0,8,11,Summer,45.09277,28.43864,16.0021,16,10.0,1013.6,722
Travis,20180417,1500,38.16,-121.56,1,201804000000.0,4,15,Spring,44.94019,24.4783,19.93743,5,10.0,1023.1,722
March AFB,20171202,1400,33.9,-117.26,458,201712000000.0,12,14,Winter,20.17822,30.3672,11.5863,3,10.0,959.5,722
Peterson,20170708,1315,38.82,-104.71,1879,201707000000.0,7,13,Summer,16.82129,38.06633,2.37594,11,10.0,818.4,722
Peterson,20180520,1400,38.82,-104.71,1879,201805000000.0,5,14,Spring,52.93579,18.80844,6.95806,8,10.0,814.2,23
JDMT,20170624,1500,26.98,-80.11,2,201706000000.0,6,15,Summer,50.23804,37.46964,11.31748,16,10.0,1018.2,722
March AFB,20180828,1000,33.9,-117.26,458,201808000000.0,8,10,Summer,39.84375,30.95131,11.85124,3,10.0,960.1,722
Malmstrom,20180318,1300,47.52,-111.18,1043,201803000000.0,3,13,Spring,63.27515,5.83725,3.23674,6,10.0,893.6,10
March AFB,20180306,1100,33.9,-117.26,458,201803000000.0,3,11,Spring,5.92041,23.83629,16.4473,5,10.0,964.0,722
USAFA,20170625,1100,38.95,-104.83,1947,201706000000.0,6,11,Summer,27.0752,34.23439,18.57818,8,10.0,807.3,722
MNANG,20171125,1400,44.89,-93.2,246,201711000000.0,11,14,Fall,41.46729,14.91859,4.64481,9,10.0,988.5,722
Malmstrom,20171123,1100,47.52,-111.18,1043,201711000000.0,11,11,Fall,38.56201,18.05817,2.18128,31,10.0,886.5,722
JDMT,20180218,1500,26.98,-80.11,2,201802000000.0,2,15,Winter,30.59082,43.83942,22.33468,11,10.0,1022.0,65
MNANG,20180906,1100,44.89,-93.2,246,201809000000.0,9,11,Fall,45.53223,23.25218,17.21504,8,10.0,999.8,722
Camp Murray,20180609,1115,47.11,-122.57,84,201806000000.0,6,11,Summer,98.15674,18.01285,24.0811,0,10.0,1003.9,47
MNANG,20180830,1000,44.89,-93.2,246,201808000000.0,8,10,Summer,65.22217,22.63031,13.6426,13,10.0,990.5,722
Hill Weber,20170815,1200,41.15,-111.99,1370,201708000000.0,8,12,Summer,25.38452,33.56972,11.91185,0,10.0,851.9,722
USAFA,20180507,1215,38.95,-104.83,1947,201805000000.0,5,12,Spring,9.96094,38.05122,14.37892,17,10.0,802.6,722
USAFA,20180813,1200,38.95,-104.83,1947,201808000000.0,8,12,Summer,17.29736,39.33777,16.35673,7,10.0,800.3,722
MNANG,20171121,1500,44.89,-93.2,246,201711000000.0,11,15,Fall,39.38599,7.80861,2.92076,18,10.0,990.5,722
MNANG,20180720,1500,44.89,-93.2,246,201807000000.0,7,15,Summer,57.58667,31.56059,6.70572,18,10.0,979.6,34
March AFB,20170818,1500,33.9,-117.26,458,201708000000.0,8,15,Summer,29.81567,34.87389,17.67773,13,10.0,959.5,722
Peterson,20170712,1100,38.82,-104.71,1879,201707000000.0,7,11,Summer,13.84277,41.89072,9.08231,3,10.0,814.8,200
Camp Murray,20180520,1300,47.11,-122.57,84,201805000000.0,5,13,Spring,42.37671,25.12535,4.7842,5,10.0,1006.6,36
Travis,20180113,1300,38.16,-121.56,1,201801000000.0,1,13,Winter,94.9646,12.86667,1.02051,9,7.0,1022.1,4
Travis,20180818,1500,38.16,-121.56,1,201808000000.0,8,15,Summer,13.39722,43.19237,16.11926,11,10.0,1009.9,722
Travis,20180310,1300,38.16,-121.56,1,201803000000.0,3,13,Spring,70.01343,18.71277,0.80937,0,10.0,1011.9,722
Peterson,20170704,1000,38.82,-104.71,1879,201707000000.0,7,10,Summer,4.78516,47.69653,17.0866,16,10.0,814.8,722
Grissom,20180828,1200,40.67,-86.15,239,201808000000.0,8,12,Summer,43.27393,40.04021,16.18315,15,10.0,988.5,722
JDMT,20180214,1200,26.98,-80.11,2,201802000000.0,2,12,Winter,39.16626,38.78639,23.47311,10,10.0,1028.4,722
March AFB,20171103,1100,33.9,-117.26,458,201711000000.0,11,11,Fall,38.43994,23.9093,10.60675,0,10.0,965.0,722
MNANG,20180217,1030,44.89,-93.2,246,201802000000.0,2,10,Winter,95.03174,-1.17958,0.80633,7,9.1,981.6,722
Malmstrom,20180308,1400,47.52,-111.18,1043,201803000000.0,3,14,Spring,44.47021,2.65739,9.66401,2,10.0,888.4,70
Travis,20171209,1200,38.16,-121.56,1,201712000000.0,12,12,Winter,52.94189,14.8481,6.7406,9,10.0,1025.5,722
USAFA,20180502,1245,38.95,-104.83,1947,201805000000.0,5,12,Spring,42.63916,22.63031,8.60879,10,10.0,794.2,50
Peterson,20180618,1300,38.82,-104.71,1879,201806000000.0,6,13,Summer,23.17505,36.81503,3.18596,15,10.0,812.0,722
March AFB,20180101,1000,33.9,-117.26,458,201801000000.0,1,10,Winter,44.08569,13.50113,3.86074,0,10.0,966.6,722
Malmstrom,20180407,1500,47.52,-111.18,1043,201804000000.0,4,15,Spring,40.94849,6.53214,5.06649,3,10.0,881.6,90
JDMT,20170829,1100,26.98,-80.11,2,201708000000.0,8,11,Summer,41.47949,42.01157,10.20575,5,10.0,1014.9,722
Hill Weber,20180514,1400,41.15,-111.99,1370,201805000000.0,5,14,Spring,20.74585,36.74454,14.90288,0,10.0,852.8,200
Offutt,20180805,1100,41.13,-95.75,380,201808000000.0,8,11,Summer,55.37109,31.56815,13.59906,9,10.0,977.4,722
